Proizvajalec;Model;Gorivo;Moè (km);Menjalnik;Pogon;ABS;Navigacija;Klima;Parkirni senzor
BMW;BMW 320td compact ;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320td compact Automatic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318Ci Coupé ;Bencin;118;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318Ci Coupé Automatic;Bencin;118;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318Ci Coupé ;Bencin;118;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318Ci Coupé Automatic;Bencin;118;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318Ci Coupé ;Bencin;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318Ci Coupé Automatic;Bencin;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320Ci Coupé ;Bencin;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320Ci Coupé Automatic;Bencin;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320Ci Coupé ;Bencin;170;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320Ci Coupé Automatic;Bencin;170;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 323Ci Coupé ;Bencin;170;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 323Ci Coupé Automatic;Bencin;170;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325Ci Coupé ;Bencin;192;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325Ci Coupé Automatic;Bencin;192;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330Ci Coupé ;Bencin;231;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330Ci Coupé Automatic;Bencin;231;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328Ci Coupé ;Bencin;193;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 328Ci Coupé Automatic;Bencin;193;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320Ci Cabrio ;Bencin;170;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320Ci Cabrio Automatic;Bencin;170;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 323Ci Cabrio ;Bencin;170;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 323Ci Cabrio Automatic;Bencin;170;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325Ci Cabrio ;Bencin;192;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325Ci Cabrio Automatic;Bencin;192;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330Ci Cabrio ;Bencin;231;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330Ci Cabrio Automatic;Bencin;231;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i ;Bencin;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Automatic;Bencin;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i ;Bencin;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Automatic;Bencin;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Edition Lifestyle;Bencin;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Edition Lifestyle Automatic;Bencin;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Edition Exclusive;Bencin;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Edition Exclusive Automatic;Bencin;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Edition Sport;Bencin;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Edition Sport Automatic;Bencin;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i ;Bencin;170;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Automatic;Bencin;170;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i ;Bencin;170;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Automatic;Bencin;170;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Edition Lifestyle;Bencin;170;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Edition Lifestyle Automatic;Bencin;170;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Edition Exclusive;Bencin;170;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Edition Exclusive Automatic;Bencin;170;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Edition Sport;Bencin;170;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Edition Sport Automatic;Bencin;170;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i ;Bencin;218;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Automatic;Bencin;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i xDrive;Bencin;218;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i xDrive Automatic;Bencin;218;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i ;Bencin;218;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Automatic;Bencin;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i xDrive;Bencin;218;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i xDrive Automatic;Bencin;218;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Edition Lifestyle;Bencin;218;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Edition Lifestyle Automatic;Bencin;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Edition Lifestyle xDrive;Bencin;218;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Edition Lifestyle xDrive Automatic;Bencin;218;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Edition Exclusive;Bencin;218;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Edition Exclusive Automatic;Bencin;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Edition Exclusive xDrive;Bencin;218;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Edition Exclusive xDrive Automatic;Bencin;218;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Edition Sport;Bencin;218;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Edition Sport Automatic;Bencin;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Edition Sport xDrive;Bencin;218;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Edition Sport xDrive Automatic;Bencin;218;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i ;Bencin;272;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Automatic;Bencin;272;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i xDrive;Bencin;272;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i xDrive Automatic;Bencin;272;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i ;Bencin;272;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Automatic;Bencin;272;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i xDrive;Bencin;272;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i xDrive Automatic;Bencin;272;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Edition Lifestyle;Bencin;272;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Edition Lifestyle Automatic;Bencin;272;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Edition Lifestyle xDrive;Bencin;272;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Edition Lifestyle xDrive Automatic;Bencin;272;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Edition Exclusive;Bencin;272;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Edition Exclusive Automatic;Bencin;272;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Edition Exclusive xDrive;Bencin;272;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Edition Exclusive xDrive Automatic;Bencin;272;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Edition Sport;Bencin;272;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Edition Sport Automatic;Bencin;272;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Edition Sport xDrive;Bencin;272;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Edition Sport xDrive Automatic;Bencin;272;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i ;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Automatic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i xDrive;Bencin;306;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i xDrive Automatic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i ;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Automatic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i xDrive;Bencin;306;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i xDrive Automatic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Edition Lifestyle;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Edition Lifestyle Automatic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Edition Lifestyle xDrive;Bencin;306;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Edition Lifestyle xDrive Automatic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Edition Exclusive;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Edition Exclusive Automatic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Edition Exclusive xDrive;Bencin;306;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Edition Exclusive xDrive Automatic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Edition Sport;Bencin;306;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Edition Sport Automatic;Bencin;306;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335i Edition Sport xDrive;Bencin;306;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 335i Edition Sport xDrive Automatic;Bencin;306;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 316d ;Dizel;115;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Edition Lifestyle;Dizel;115;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Edition Exclusive;Dizel;115;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Edition Sport;Dizel;115;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d ;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Automatic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d ;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Automatic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Edition Lifestyle;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Edition Lifestyle Automatic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Edition Exclusive;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Edition Exclusive Automatic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Edition Sport;Dizel;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Edition Sport Automatic;Dizel;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition ;Dizel;163;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d ;Dizel;177;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Automatic;Dizel;177;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d xDrive;Dizel;177;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320d xDrive Automatic;Dizel;177;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320d ;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Automatic;Dizel;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d xDrive;Dizel;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320d xDrive Automatic;Dizel;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320d Edition Lifestyle;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Edition Lifestyle Automatic;Dizel;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Edition Lifestyle xDrive;Dizel;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320d Edition Lifestyle xDrive Automatic;Dizel;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320d Edition Exclusive;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Edition Exclusive Automatic;Dizel;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Edition Exclusive xDrive;Dizel;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320d Edition Exclusive xDrive Automatic;Dizel;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320d Edition Sport;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Edition Sport Automatic;Dizel;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d Edition Sport xDrive;Dizel;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320d Edition Sport xDrive Automatic;Dizel;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320d BluePerformance ;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d BluePerformance Edition Lifestyle;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d BluePerformance Edition Exclusive;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320d BluePerformance Edition Sport;Dizel;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d ;Dizel;197;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d Automatic;Dizel;197;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d ;Dizel;204;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d Automatic;Dizel;204;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d Edition Lifestyle;Dizel;204;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d Edition Lifestyle Automatic;Dizel;204;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d Edition Exclusive;Dizel;204;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d Edition Exclusive Automatic;Dizel;204;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d Edition Sport;Dizel;204;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325d Edition Sport Automatic;Dizel;204;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d ;Dizel;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d Automatic;Dizel;245;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d xDrive;Dizel;245;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d xDrive Automatic;Dizel;245;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d Edition Lifestyle;Dizel;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d Edition Lifestyle Automatic;Dizel;245;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d Edition Lifestyle xDrive;Dizel;245;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d Edition Lifestyle xDrive Automatic;Dizel;245;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d Edition Exclusive;Dizel;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d Edition Exclusive Automatic;Dizel;245;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d Edition Exclusive xDrive;Dizel;245;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d Edition Exclusive xDrive Automatic;Dizel;245;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d Edition Sport;Dizel;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d Edition Sport Automatic;Dizel;245;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d Edition Sport xDrive;Dizel;245;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d Edition Sport xDrive Automatic;Dizel;245;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330d BluePerformance ;Dizel;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d BluePerformance Edition Lifestyle;Dizel;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d BluePerformance Edition Exclusive;Dizel;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330d BluePerformance Edition Sport;Dizel;245;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335d Automatic;Dizel;286;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335d Automatic;Dizel;286;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335d Edition Lifestyle Automatic;Dizel;286;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335d Edition Exclusive Automatic;Dizel;286;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 335d Edition Sport Automatic;Dizel;286;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW M3 CRT M DKG;Bencin;450;#N/A;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW M3 ;Bencin;420;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW M3 M DKG;Bencin;420;#N/A;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW M3 ;Bencin;420;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW M3 M DKG;Bencin;420;#N/A;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring ;Bencin;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Automatic;Bencin;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring ;Bencin;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Automatic;Bencin;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Edition Lifestyle;Bencin;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Edition Lifestyle Automatic;Bencin;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Edition Exclusive;Bencin;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Edition Exclusive Automatic;Bencin;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Edition Sport;Bencin;143;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Edition Sport Automatic;Bencin;143;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring ;Bencin;170;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Automatic;Bencin;170;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring ;Bencin;170;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Automatic;Bencin;170;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition Lifestyle;Bencin;170;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition Lifestyle Automatic;Bencin;170;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition Exclusive;Bencin;170;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition Exclusive Automatic;Bencin;170;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition Sport;Bencin;170;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition Sport Automatic;Bencin;170;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring ;Bencin;218;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring Automatic;Bencin;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring xDrive;Bencin;218;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring xDrive Automatic;Bencin;218;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring ;Bencin;218;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring Automatic;Bencin;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring xDrive;Bencin;218;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring xDrive Automatic;Bencin;218;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring Edition Lifestyle;Bencin;218;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring Edition Lifestyle Automatic;Bencin;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring Edition Lifestyle xDrive;Bencin;218;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring Edition Lifestyle xDrive Automatic;Bencin;218;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring Edition Exclusive;Bencin;218;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring Edition Exclusive Automatic;Bencin;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring Edition Exclusive xDrive;Bencin;218;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring Edition Exclusive xDrive Automatic;Bencin;218;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring Edition Sport;Bencin;218;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring Edition Sport Automatic;Bencin;218;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring Edition Sport xDrive;Bencin;218;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 325i Touring Edition Sport xDrive Automatic;Bencin;218;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring ;Bencin;272;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Automatic;Bencin;272;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring xDrive;Bencin;272;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring xDrive Automatic;Bencin;272;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring ;Bencin;272;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Automatic;Bencin;272;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring xDrive;Bencin;272;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring xDrive Automatic;Bencin;272;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Edition Lifestyle;Bencin;272;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Edition Lifestyle Automatic;Bencin;272;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Edition Lifestyle xDrive;Bencin;272;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
