Proizvajalec;Model;Gorivo;Moè (km);Menjalnik;Pogon;ABS;Navigacija;Klima;Parkirni senzor
BMW;BMW M3 Competition Paket M DKG;Bencin;450;#N/A;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW M3 CS M DKG;Bencin;460;#N/A;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring ;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring ;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Advantage;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Advantage;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Advantage Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Advantage Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Sport Line;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Sport Line;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Sport Line Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Sport Line Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Sport Line Shadow;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Sport Line Shadow;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Sport Line Shadow Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Sport Line Shadow Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Luxury Line;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Luxury Line Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Edition Luxury Line Purity;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Edition Luxury Line Purity;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Edition Luxury Line Purity Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Edition Luxury Line Purity Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring M Sport;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring M Sport Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Edition M Sport Shadow;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Edition M Sport Shadow;Bencin;136;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Edition M Sport Shadow Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318i Touring Edition M Sport Shadow Steptronic;Bencin;136;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring ;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring ;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring xDrive;Bencin;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Advantage;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Advantage;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Advantage Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Advantage Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Advantage xDrive;Bencin;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Advantage xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Advantage xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line xDrive;Bencin;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line Shadow;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line Shadow;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line Shadow Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line Shadow Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line Shadow xDrive;Bencin;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line Shadow xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Sport Line Shadow xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Luxury Line;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Luxury Line Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Luxury Line xDrive;Bencin;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Luxury Line xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition Luxury Line Purity;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition Luxury Line Purity;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition Luxury Line Purity Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition Luxury Line Purity Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition Luxury Line Purity xDrive;Bencin;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition Luxury Line Purity xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition Luxury Line Purity xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring M Sport;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring M Sport Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring M Sport xDrive;Bencin;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring M Sport xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition M Sport Shadow;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition M Sport Shadow;Bencin;184;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition M Sport Shadow Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition M Sport Shadow Steptronic;Bencin;184;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition M Sport Shadow xDrive;Bencin;184;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition M Sport Shadow xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320i Touring Edition M Sport Shadow xDrive Steptronic;Bencin;184;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Advantage;Bencin;252;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Advantage Steptronic;Bencin;252;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Advantage Steptronic;Bencin;252;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Advantage xDrive Steptronic;Bencin;252;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Advantage xDrive Steptronic;Bencin;252;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Sport Line;Bencin;252;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Sport Line Steptronic;Bencin;252;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Sport Line Steptronic;Bencin;252;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Sport Line xDrive Steptronic;Bencin;252;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Sport Line xDrive Steptronic;Bencin;252;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Sport Line Shadow;Bencin;252;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Sport Line Shadow Steptronic;Bencin;252;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Sport Line Shadow Steptronic;Bencin;252;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Sport Line Shadow xDrive Steptronic;Bencin;252;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Sport Line Shadow xDrive Steptronic;Bencin;252;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Luxury Line;Bencin;252;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Luxury Line Steptronic;Bencin;252;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Luxury Line xDrive Steptronic;Bencin;252;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Edition Luxury Line Purity;Bencin;252;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Edition Luxury Line Purity Steptronic;Bencin;252;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Edition Luxury Line Purity Steptronic;Bencin;252;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Edition Luxury Line Purity xDrive Steptronic;Bencin;252;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Edition Luxury Line Purity xDrive Steptronic;Bencin;252;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring M Sport;Bencin;252;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring M Sport Steptronic;Bencin;252;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring M Sport xDrive Steptronic;Bencin;252;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Edition M Sport Shadow;Bencin;252;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Edition M Sport Shadow Steptronic;Bencin;252;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Edition M Sport Shadow Steptronic;Bencin;252;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Edition M Sport Shadow xDrive Steptronic;Bencin;252;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 330i Touring Edition M Sport Shadow xDrive Steptronic;Bencin;252;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Advantage Steptronic;Bencin;326;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Advantage xDrive Steptronic;Bencin;326;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Sport Line Steptronic;Bencin;326;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Sport Line Steptronic;Bencin;326;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Sport Line xDrive Steptronic;Bencin;326;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Sport Line xDrive Steptronic;Bencin;326;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Sport Line Shadow Steptronic;Bencin;326;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Sport Line Shadow Steptronic;Bencin;326;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Sport Line Shadow xDrive Steptronic;Bencin;326;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Sport Line Shadow xDrive Steptronic;Bencin;326;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Luxury Line Steptronic;Bencin;326;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Luxury Line xDrive Steptronic;Bencin;326;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Edition Luxury Line Purity Steptronic;Bencin;326;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Edition Luxury Line Purity Steptronic;Bencin;326;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Edition Luxury Line Purity xDrive Steptronic;Bencin;326;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Edition Luxury Line Purity xDrive Steptronic;Bencin;326;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring M Sport Steptronic;Bencin;326;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring M Sport xDrive Steptronic;Bencin;326;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Edition M Sport Shadow Steptronic;Bencin;326;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Edition M Sport Shadow Steptronic;Bencin;326;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Edition M Sport Shadow xDrive Steptronic;Bencin;326;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 340i Touring Edition M Sport Shadow xDrive Steptronic;Bencin;326;Avtomatski;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring ;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring ;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Advantage;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Advantage Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Advantage;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Advantage Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Advantage Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Sport Line;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Sport Line Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Sport Line;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Sport Line Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Sport Line Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Sport Line Shadow;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Sport Line Shadow Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Sport Line Shadow;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Sport Line Shadow Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Sport Line Shadow Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Luxury Line;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Luxury Line Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Luxury Line;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Luxury Line Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Edition Luxury Line Purity;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Edition Luxury Line Purity Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Edition Luxury Line Purity;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Edition Luxury Line Purity Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Edition Luxury Line Purity Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring M Sport;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring M Sport Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring M Sport;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring M Sport Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Edition M Sport Shadow;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Edition M Sport Shadow Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Edition M Sport Shadow;Dizel;116;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Edition M Sport Shadow Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 316d Touring Edition M Sport Shadow Steptronic;Dizel;116;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring ;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring ;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring xDrive;Dizel;150;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Advantage;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Advantage Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Advantage;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Advantage Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Advantage Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Advantage xDrive;Dizel;150;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line xDrive;Dizel;150;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line Shadow;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line Shadow Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line Shadow;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line Shadow Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line Shadow Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Sport Line Shadow xDrive;Dizel;150;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Luxury Line;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Luxury Line Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Luxury Line;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Luxury Line Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Luxury Line xDrive;Dizel;150;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Edition Luxury Line Purity;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Edition Luxury Line Purity Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Edition Luxury Line Purity;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Edition Luxury Line Purity Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Edition Luxury Line Purity Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Edition Luxury Line Purity xDrive;Dizel;150;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring M Sport;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring M Sport Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring M Sport;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring M Sport Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring M Sport xDrive;Dizel;150;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Edition M Sport Shadow;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Edition M Sport Shadow Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Edition M Sport Shadow;Dizel;150;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Edition M Sport Shadow Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Edition M Sport Shadow Steptronic;Dizel;150;Avtomatski;Pogon na zadnja kolesa;DA;DA;DA;DA
BMW;BMW 318d Touring Edition M Sport Shadow xDrive;Dizel;150;Roèni;Pogono na vsa kolesa;DA;DA;DA;DA
BMW;BMW 320d EfficientDynamics Edition Touring ;Dizel;163;Roèni;Pogon na zadnja kolesa;DA;DA;DA;DA
